Pclass,Sex,Age,SibSp,Fare,Parch,Cabin,Embarked,Survived
3,female,,0,7.8292,0,,Q,1
3,female,18.0,0,6.75,0,,Q,0
2,male,24.0,2,73.5,0,,S,0
3,male,,0,7.8958,0,,S,0
3,female,32.0,1,15.5,1,,Q,0
2,male,23.0,0,13.0,0,,S,0
1,male,58.0,0,113.275,2,D48,C,0
1,male,50.0,2,133.65,0,,S,1
3,male,40.0,0,7.225,0,,C,0
1,male,47.0,0,25.5875,0,E58,S,0
3,male,36.0,0,7.4958,0,,S,0
3,male,20.0,1,7.925,0,,S,1
2,male,32.0,2,73.5,0,,S,0
2,male,25.0,0,13.0,0,,S,0
3,male,,0,7.775,0,,S,0
3,male,43.0,0,8.05,0,,S,0
1,female,,1,52.0,0,C126,S,1
2,female,40.0,1,39.0,1,,S,1
1,male,31.0,1,52.0,0,B71,S,0
2,male,70.0,0,10.5,0,,S,0
2,male,31.0,0,13.0,0,,S,1
2,male,,0,0.0,0,,S,0
3,male,18.0,0,7.775,0,,S,0
3,male,24.5,0,8.05,0,,S,0
3,female,18.0,0,9.8417,0,,S,1
3,female,43.0,1,46.9,6,,S,0
1,male,36.0,0,512.3292,1,B51 B53 B55,C,1
3,female,,0,8.1375,0,,Q,0
1,male,27.0,0,76.7292,0,D49,C,1
3,male,20.0,0,9.225,0,,S,0
3,male,14.0,5,46.9,2,,S,0
2,male,60.0,1,39.0,1,,S,0
2,male,25.0,1,41.5792,2,,C,0
3,male,14.0,4,39.6875,1,,S,0
3,male,19.0,0,10.1708,0,,S,0
3,male,18.0,0,7.7958,0,,S,0
1,female,15.0,0,211.3375,1,B5,S,1
1,male,31.0,1,57.0,0,B20,S,1
3,female,4.0,0,13.4167,1,,C,1
3,male,,0,56.4958,0,,S,1
3,male,25.0,0,7.225,0,,C,0
1,male,60.0,0,26.55,0,,S,0
2,male,52.0,0,13.5,0,,S,0
3,male,44.0,0,8.05,0,,S,0
3,female,,0,7.7333,0,,Q,1
1,male,49.0,1,110.8833,1,C68,C,0
3,male,42.0,0,7.65,0,F G63,S,0
1,female,18.0,1,227.525,0,C62 C64,C,1
1,male,35.0,0,26.2875,0,E24,S,1
3,female,18.0,0,14.4542,1,,C,0
3,male,25.0,0,7.7417,0,,Q,0
3,male,26.0,1,7.8542,0,,S,0
2,male,39.0,0,26.0,0,,S,0
2,female,45.0,0,13.5,0,,S,1
1,male,42.0,0,26.2875,0,E24,S,1
1,female,22.0,0,151.55,0,,S,1
3,male,,1,15.2458,1,,C,1
1,female,24.0,0,49.5042,0,C90,C,1
1,male,,0,26.55,0,C124,S,0
1,male,48.0,1,52.0,0,C126,S,1
3,male,29.0,0,9.4833,0,,S,0
2,male,52.0,0,13.0,0,,S,0
3,male,19.0,0,7.65,0,F G73,S,0
1,female,38.0,0,227.525,0,C45,C,1
2,female,27.0,0,10.5,0,E101,S,1
3,male,,0,15.5,0,,Q,0
3,male,33.0,0,7.775,0,,S,0
2,female,6.0,0,33.0,1,,S,1
3,male,17.0,1,7.0542,0,,S,0
2,male,34.0,0,13.0,0,,S,0
2,male,50.0,0,13.0,0,,S,0
1,male,27.0,1,53.1,0,E8,S,1
3,male,20.0,0,8.6625,0,,S,0
2,female,30.0,3,21.0,0,,S,1
3,female,,0,7.7375,0,,Q,1
2,male,25.0,1,26.0,0,,S,0
3,female,25.0,1,7.925,0,,S,0
1,female,29.0,0,211.3375,0,B5,S,1
3,male,11.0,0,18.7875,0,,C,0
2,male,,0,0.0,0,,S,0
2,male,23.0,0,13.0,0,,S,0
2,male,23.0,0,13.0,0,,S,0
3,male,28.5,0,16.1,0,,S,0
3,female,48.0,1,34.375,3,,S,0
1,male,35.0,0,512.3292,0,B101,C,1
3,male,,0,7.8958,0,,S,0
3,male,,0,7.8958,0,,S,0
1,male,,0,30.0,0,D45,S,1
1,male,36.0,1,78.85,0,C46,S,0
1,female,21.0,2,262.375,2,B57 B59 B63 B66,C,1
3,male,24.0,1,16.1,0,,S,0
3,male,31.0,0,7.925,0,,S,1
1,male,70.0,1,71.0,1,B22,S,0
3,male,16.0,1,20.25,1,,S,0
2,female,30.0,0,13.0,0,,S,1
1,male,19.0,1,53.1,0,D30,S,0
3,male,31.0,0,7.75,0,,Q,0
2,female,4.0,1,23.0,1,,S,1
3,male,6.0,0,12.475,1,E121,S,1
3,male,33.0,0,9.5,0,,S,0
3,male,23.0,0,7.8958,0,,S,0
2,female,48.0,1,65.0,2,,S,1
2,male,0.67,1,14.5,1,,S,1
3,male,28.0,0,7.7958,0,,S,0
2,male,18.0,0,11.5,0,,S,0
3,male,34.0,0,8.05,0,,S,0
1,female,33.0,0,86.5,0,B77,S,1
3,male,,0,14.5,0,,S,0
3,male,41.0,0,7.125,0,,S,0
3,male,20.0,0,7.2292,0,,C,1
1,female,36.0,1,120.0,2,B96 B98,S,1
3,male,16.0,0,7.775,0,,S,0
1,female,51.0,1,77.9583,0,D11,S,1
1,male,,0,39.6,0,,C,0
3,female,30.5,0,7.75,0,,Q,0
3,male,,1,24.15,0,,Q,0
3,male,32.0,0,8.3625,0,,S,0
3,male,24.0,0,9.5,0,,S,0
3,male,48.0,0,7.8542,0,,S,0
2,female,57.0,0,10.5,0,E77,S,0
3,male,,0,7.225,0,,C,0
2,female,54.0,1,23.0,3,,S,1
3,male,18.0,0,7.75,0,,S,0
3,male,,0,7.75,0,F38,Q,0
3,female,5.0,0,12.475,0,,S,1
3,male,,0,7.7375,0,,Q,0
1,female,43.0,0,211.3375,1,B3,S,1
3,female,13.0,0,7.2292,0,,C,1
1,female,17.0,1,57.0,0,B20,S,1
1,male,29.0,0,30.0,0,D6,S,0
3,male,,1,23.45,2,,S,0
3,male,25.0,0,7.05,0,,S,0
3,male,25.0,0,7.25,0,,S,0
3,female,18.0,0,7.4958,0,,S,1
3,male,8.0,4,29.125,1,,Q,0
3,male,1.0,1,20.575,2,,S,1
1,male,46.0,0,79.2,0,B82 B84,C,0
3,male,,0,7.75,0,,Q,0
2,male,16.0,0,26.0,0,,S,0
3,female,,8,69.55,2,,S,0
1,male,,0,30.6958,0,,C,0
3,male,25.0,0,7.8958,0,,S,0
2,male,39.0,0,13.0,0,,S,0
1,female,49.0,0,25.9292,0,D17,S,1
3,female,31.0,0,8.6833,0,,S,1
3,male,30.0,0,7.2292,0,,C,0
3,female,30.0,1,24.15,1,,S,0
2,male,34.0,0,13.0,0,,S,0
2,female,31.0,1,26.25,1,,S,1
1,male,11.0,1,120.0,2,B96 B98,S,1
3,male,0.42,0,8.5167,1,,C,1
3,male,27.0,0,6.975,0,,S,1
3,male,31.0,0,7.775,0,,S,0
1,male,39.0,0,0.0,0,A36,S,0
3,female,18.0,0,7.775,0,,S,0
2,male,39.0,0,13.0,0,,S,0
1,female,33.0,1,53.1,0,E8,S,1
3,male,26.0,0,7.8875,0,,S,0
3,male,39.0,0,24.15,0,,S,0
2,male,35.0,0,10.5,0,,S,0
3,female,6.0,4,31.275,2,,S,0
3,male,30.5,0,8.05,0,,S,0
1,male,,0,0.0,0,B102,S,0
3,female,23.0,0,7.925,0,,S,0
2,male,31.0,1,37.0042,1,,C,0
3,male,43.0,0,6.45,0,,S,0
3,male,10.0,3,27.9,2,,S,0
1,female,52.0,1,93.5,1,B69,S,1
3,male,27.0,0,8.6625,0,,S,1
1,male,38.0,0,0.0,0,,S,0
3,female,27.0,0,12.475,1,E121,S,1
3,male,2.0,4,39.6875,1,,S,0
3,male,,0,6.95,0,,Q,0
3,male,,0,56.4958,0,,S,0
2,male,1.0,0,37.0042,2,,C,1
3,male,,0,7.75,0,,Q,1
1,female,62.0,0,80.0,0,B28,,1
3,female,15.0,1,14.4542,0,,C,1
2,male,0.83,1,18.75,1,,S,1
3,male,,0,7.2292,0,,C,0
3,male,23.0,0,7.8542,0,,S,0
3,male,18.0,0,8.3,0,,S,0
1,female,39.0,1,83.1583,1,E49,C,1
3,male,21.0,0,8.6625,0,,S,0
3,male,,0,8.05,0,,S,0
3,male,32.0,0,56.4958,0,,S,1
1,male,,0,29.7,0,C47,C,1
3,male,20.0,0,7.925,0,,S,0
2,male,16.0,0,10.5,0,,S,0
1,female,30.0,0,31.0,0,,C,1
3,male,34.5,0,6.4375,0,,C,0
3,male,17.0,0,8.6625,0,,S,0
3,male,42.0,0,7.55,0,,S,0
3,male,,8,69.55,2,,S,0
3,male,35.0,0,7.8958,0,,C,0
2,male,28.0,0,33.0,1,,S,0
1,female,,1,89.1042,0,C92,C,1
3,male,4.0,4,31.275,2,,S,0
3,male,74.0,0,7.775,0,,S,0
3,female,9.0,1,15.2458,1,,C,0
1,female,16.0,0,39.4,1,D28,S,1
2,female,44.0,1,26.0,0,,S,0
3,female,18.0,0,9.35,1,,S,1
1,female,45.0,1,164.8667,1,,S,1
1,male,51.0,0,26.55,0,E17,S,1
3,female,24.0,0,19.2583,3,,C,1
3,male,,0,7.2292,0,,C,0
3,male,41.0,2,14.1083,0,,S,0
2,male,21.0,1,11.5,0,,S,0
1,female,48.0,0,25.9292,0,D17,S,1
3,female,,8,69.55,2,,S,0
2,male,24.0,0,13.0,0,,S,0
2,female,42.0,0,13.0,0,,S,1
2,female,27.0,1,13.8583,0,,C,1
1,male,31.0,0,50.4958,0,A24,S,0
3,male,,0,9.5,0,,S,0
3,male,4.0,1,11.1333,1,,S,1
3,male,26.0,0,7.8958,0,,S,0
1,female,47.0,1,52.5542,1,D35,S,1
1,male,33.0,0,5.0,0,B51 B53 B55,S,0
3,male,47.0,0,9.0,0,,S,0
2,female,28.0,1,24.0,0,,C,1
3,female,15.0,0,7.225,0,,C,1
3,male,20.0,0,9.8458,0,,S,0
3,male,19.0,0,7.8958,0,,S,0
3,male,,0,7.8958,0,,S,0
1,female,56.0,0,83.1583,1,C50,C,1
2,female,25.0,0,26.0,1,,S,1
3,male,33.0,0,7.8958,0,,S,0
3,female,22.0,0,10.5167,0,,S,0
2,male,28.0,0,10.5,0,,S,0
3,male,25.0,0,7.05,0,,S,0
3,female,39.0,0,29.125,5,,Q,0
2,male,27.0,0,13.0,0,,S,0
1,female,19.0,0,30.0,0,B42,S,1
3,female,,1,23.45,2,,S,0
1,male,26.0,0,30.0,0,C148,C,1
3,male,32.0,0,7.75,0,,Q,0
